"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0055069","zinc ion homeostasis","3/108","11/5135",0.00132029807695226,0.0162836762824112,0.0137875739030102,"ZRT3/IZH1/IZH2",3
"GO:0009152","purine ribonucleotide biosynthetic process","6/108","61/5135",0.00163475838901959,0.019846988566691,0.0168046709397573,"ADE1/ADE5,7/ADE13/ADE17/ADE4/ADE2",6
"GO:0031321","ascospore-type prospore assembly","4/108","25/5135",0.00166517190373647,0.0199052087569729,0.0168539666370089,"SSP1/SPS1/AMA1/SPO1",4
"GO:0015846","polyamine transport","3/108","13/5135",0.002219350622272,0.0261278095985658,0.0221227135393939,"DUR3/TPO1/TPO4",3
"GO:0000041","transition metal ion transport","6/108","65/5135",0.0022723072603073,0.0263519812128175,0.0223125221946907,"AAC3/ZRT3/GEX2/ZRT1/FET4/FRE7",6
"GO:0006855","xenobiotic transmembrane transport","3/108","14/5135",0.0027816760036966,0.0313240906503225,0.0265224638033619,"DTR1/TPO1/TPO4",3
"GO:0030307","positive regulation of cell growth","3/108","14/5135",0.0027816760036966,0.0313240906503225,0.0265224638033619,"HSP42/BTN2/OPT2",3
"GO:0098739","import across plasma membrane","4/108","29/5135",0.00293096027075194,0.0325336590053466,0.0275466190860145,"AGP1/HXT10/ZRT1/HXT17",4
"GO:0006164","purine nucleotide biosynthetic process","6/108","69/5135",0.00308173629752844,0.0337254803264732,0.0285557477532287,"ADE1/ADE5,7/ADE13/ADE17/ADE4/ADE2",6
"GO:0009165","nucleotide biosynthetic process","8/108","119/5135",0.00335018646283135,0.036154095578055,0.0306120839074502,"ADE1/BNA4/ADE5,7/BNA2/ADE13/ADE17/ADE4/ADE2",8
"GO:1901293","nucleoside phosphate biosynthetic process","8/108","121/5135",0.00371287320483573,0.0395192120569501,0.0334613663016918,"ADE1/BNA4/ADE5,7/BNA2/ADE13/ADE17/ADE4/ADE2",8
"GO:0098657","import into cell","5/108","51/5135",0.00408290392957614,0.0428704912605495,0.0362989325175688,"AGP1/HXT10/ZRT1/HXT17/FRE7",5
"GO:0030001","metal ion transport","7/108","98/5135",0.00430560970849777,0.0446061165800369,0.0377685062148927,"AAC3/PHO89/ZRT3/GEX2/ZRT1/FET4/FRE7",7
"GO:0072522","purine-containing compound biosynthetic process","6/108","74/5135",0.00437596273528447,0.0447384611225794,0.0378805638442216,"ADE1/ADE5,7/ADE13/ADE17/ADE4/ADE2",6
"GO:0009260","ribonucleotide biosynthetic process","6/108","76/5135",0.00499251438123688,0.0503790087561176,0.0426564796756398,"ADE1/ADE5,7/ADE13/ADE17/ADE4/ADE2",6
"GO:0006730","one-carbon metabolic process","3/108","18/5135",0.0058659650105345,0.0584340360664783,0.0494767629093665,"SAH1/SAM2/SHM2",3
"GO:0009063","cellular amino acid catabolic process","5/108","58/5135",0.00709228233039811,0.0693179350864973,0.0586922839924958,"BNA4/SAH1/ADH4/BNA2/SHM2",5
"GO:0045143","homologous chromosome segregation","4/108","37/5135",0.00716627963798679,0.0693179350864973,0.0586922839924958,"MAM1/HOP1/HFM1/AMA1",4
"GO:0046390","ribose phosphate biosynthetic process","6/108","82/5135",0.00722619400515609,0.0693179350864973,0.0586922839924958,"ADE1/ADE5,7/ADE13/ADE17/ADE4/ADE2",6
"GO:0006826","iron ion transport","4/108","39/5135",0.00864312065442077,0.0818988383961578,0.0693446779077404,"AAC3/GEX2/FET4/FRE7",4
"GO:0006144","purine nucleobase metabolic process","3/108","21/5135",0.00913379154815656,0.0855054943725018,0.0723984745415073,"ADE5,7/ADE4/ADE2",3
NA,NA,NA,NA,NA,NA,NA,NA,NA
"GO:0022857","transmembrane transporter activity","21/108","365/5104",1.86336520046363e-05,0.00379774421892231,0.00339984971885814,"SEO1/AAC3/DTR1/PHO89/AGP1/HSP30/DUR3/ZRT3/GEX2/HXT10/HNM1/ZRT1/TNA1/YOR1/TPO1/FET4/HXT17/NRT1/PDR5/TPO4/OPT2",21
"GO:0042910","xenobiotic transmembrane transporter activity","5/108","19/5104",3.54929366254422e-05,0.00379774421892231,0.00339984971885814,"DTR1/YOR1/TPO1/PDR5/TPO4",5
"GO:0015101","organic cation transmembrane transporter activity","4/108","11/5104",5.58163659026832e-05,0.0039815674343914,0.00356441354185556,"DUR3/HNM1/TPO1/TPO4",4
"GO:0005215","transporter activity","21/108","403/5104",8.15874157484037e-05,0.0043649267425396,0.00390760780689723,"SEO1/AAC3/DTR1/PHO89/AGP1/HSP30/DUR3/ZRT3/GEX2/HXT10/HNM1/ZRT1/TNA1/YOR1/TPO1/FET4/HXT17/NRT1/PDR5/TPO4/OPT2",21
"GO:0015075","ion transmembrane transporter activity","15/108","250/5104",0.000214036792962039,0.00916077473877529,0.00820098869875604,"SEO1/AAC3/PHO89/AGP1/HSP30/DUR3/ZRT3/GEX2/HXT10/HNM1/ZRT1/TPO1/FET4/HXT17/TPO4",15
"GO:0042887","amide transmembrane transporter activity","4/108","19/5104",0.000575192133427596,0.0205151860922509,0.0183657839094425,"SEO1/DUR3/NRT1/OPT2",4
"GO:0008324","cation transmembrane transporter activity","12/108","196/5104",0.000801144744574398,0.0244921393341316,0.0219260666936151,"PHO89/AGP1/DUR3/ZRT3/GEX2/HXT10/HNM1/ZRT1/TPO1/FET4/HXT17/TPO4",12
"GO:0015203","polyamine transmembrane transporter activity","3/108","10/5104",0.000992309621393612,0.0264546484189059,0.0236829612013816,"DUR3/TPO1/TPO4",3
"GO:0005199","structural constituent of cell wall","5/108","38/5104",0.00111257867182315,0.0264546484189059,0.0236829612013816,"TIP1/PAU3/TIR1/PAU4/TIR4",5
"GO:0015291","secondary active transmembrane transporter activity","7/108","82/5104",0.00161177056724335,0.0344918901390078,0.0308781308671884,"AAC3/PHO89/GEX2/HXT10/TPO1/HXT17/TPO4",7
"GO:0015297","antiporter activity","4/108","30/5104",0.00340067751675715,0.0661586353260027,0.0592271108181628,"AAC3/GEX2/TPO1/TPO4",4
NA,NA,NA,NA,NA,NA,NA,NA,NA
"GO:0005618","cell wall","15/108","132/5142",7.19222119164112e-08,3.70399391369518e-06,3.25542643411124e-06,"LDS1/PHO11/TIP1/PHO3/PHO5/RRT12/PAU3/TIR1/SPS2/CRR1/PAU4/TIR4/SPR2/OSW1/HSP82",15
"GO:0030312","external encapsulating structure","15/108","132/5142",7.19222119164112e-08,3.70399391369518e-06,3.25542643411124e-06,"LDS1/PHO11/TIP1/PHO3/PHO5/RRT12/PAU3/TIR1/SPS2/CRR1/PAU4/TIR4/SPR2/OSW1/HSP82",15
"GO:0009277","fungal-type cell wall","14/108","126/5142",2.70922666664997e-07,9.30167822216489e-06,8.17521029234727e-06,"LDS1/PHO11/TIP1/PHO3/PHO5/RRT12/PAU3/TIR1/SPS2/CRR1/PAU4/TIR4/SPR2/HSP82",14
"GO:0005887","integral component of plasma membrane","8/108","58/5142",2.34028777618188e-05,0.000602624102366833,0.000529644075662214,"DTR1/PHO89/GEX2/ZRT1/TPO1/FET4/TPO4/OPT2",8
"GO:0031226","intrinsic component of plasma membrane","8/108","65/5142",5.45572816448782e-05,0.000868338165164893,0.000763179174289022,"DTR1/PHO89/GEX2/ZRT1/TPO1/FET4/TPO4/OPT2",8
"GO:0031160","spore wall","4/108","12/5142",8.00334622999623e-05,0.000868338165164893,0.000763179174289022,"LDS1/RRT12/CRR1/OSW1",4
"GO:0005576","extracellular region","10/108","109/5142",8.25005346111365e-05,0.000868338165164893,0.000763179174289022,"PHO11/TIP1/PHO5/RRT12/TIR1/MF(ALPHA)2/PGU1/SPO1/TIR4/SPR2",10
"GO:0005628","prospore membrane","8/108","69/5142",8.43046762296013e-05,0.000868338165164893,0.000763179174289022,"LDS1/DTR1/SSP1/PES4/SPS1/CDA1/SPO1/OSW1",8
"GO:0042763","intracellular immature spore","8/108","69/5142",8.43046762296013e-05,0.000868338165164893,0.000763179174289022,"LDS1/DTR1/SSP1/PES4/SPS1/CDA1/SPO1/OSW1",8
"GO:0042764","ascospore-type prospore","8/108","69/5142",8.43046762296013e-05,0.000868338165164893,0.000763179174289022,"LDS1/DTR1/SSP1/PES4/SPS1/CDA1/SPO1/OSW1",8
"GO:0005619","ascospore wall","3/108","11/5142",0.00131513414206594,0.0116981708704657,0.0102814787415437,"LDS1/RRT12/CRR1",3
"GO:0031225","anchored component of membrane","6/108","59/5142",0.00136289369364649,0.0116981708704657,0.0102814787415437,"TIP1/TIR1/SPS2/TIR4/SPR2/LCL1",6
"GO:0000322","storage vacuole","17/108","403/5142",0.00402475775317504,0.0283473676683173,0.0249143957023535,"TIR1/ZRT3/HXT10/PHM6/MF(ALPHA)2/TNA1/TPO1/CRR1/PAU4/FET4/SPO1/HXT17/IZH2/TIR4/SPR2/TPO4/OPT2",17
"GO:0000324","fungal-type vacuole","17/108","403/5142",0.00402475775317504,0.0283473676683173,0.0249143957023535,"TIR1/ZRT3/HXT10/PHM6/MF(ALPHA)2/TNA1/TPO1/CRR1/PAU4/FET4/SPO1/HXT17/IZH2/TIR4/SPR2/TPO4/OPT2",17
"GO:0000323","lytic vacuole","17/108","404/5142",0.00412825742742486,0.0283473676683173,0.0249143957023535,"TIR1/ZRT3/HXT10/PHM6/MF(ALPHA)2/TNA1/TPO1/CRR1/PAU4/FET4/SPO1/HXT17/IZH2/TIR4/SPR2/TPO4/OPT2",17
"GO:0005773","vacuole","18/108","454/5142",0.00590851647415117,0.0380360748023482,0.0334297642616448,"TIR1/ZRT3/GEX2/HXT10/PHM6/MF(ALPHA)2/TNA1/TPO1/CRR1/PAU4/FET4/SPO1/HXT17/IZH2/TIR4/SPR2/TPO4/OPT2",18
